,Tweets,Case_Folding,Data_Cleaning,Tokenize,Normalization,Stopwords,Stemming,Label,
962,b'Ratusan mahasiswa menggelar aksi demo di Kemendikbud menuntut pencabutan permendikbud no 30 tahun 2021 tentang Penc\xe2\x80\xa6 https://t.co/86GcTslqmK',b'ratusan mahasiswa menggelar aksi demo di kemendikbud menuntut pencabutan permendikbud no 30 tahun 2021 tentang penc\xe2\x80\xa6 https://t.co/86gctslqmk',ratusan mahasiswa menggelar aksi demo di kemendikbud menuntut pencabutan permendikbud no tahun tentang penc  xa,"['ratusan', 'mahasiswa', 'menggelar', 'aksi', 'demo', 'di', 'kemendikbud', 'menuntut', 'pencabutan', 'permendikbud', 'no', 'tahun', 'tentang', 'penc', 'xa']","['ratusan', 'mahasiswa', 'menggelar', 'aksi', 'demo', 'di', 'kemendikbud', 'menuntut', 'pencabutan', 'permendikbud', 'no', 'tahun', 'tentang', 'penc', 'xa']",ratusan mahasiswa menggelar aksi demo kemendikbud menuntut pencabutan permendikbud no penc,ratus mahasiswa gelar aksi demo kemendikbud tuntut cabut permendikbud no penc,0,
3644,"b'Redam Polemik Permendikbud PPKS, Nadiem Minta Masukan PBNU https://t.co/ViVgnFpdL0'","b'redam polemik permendikbud ppks, nadiem minta masukan pbnu https://t.co/vivgnfpdl0'",redam polemik permendikbud ppks nadiem minta masukan pbnu,"['redam', 'polemik', 'permendikbud', 'ppks', 'nadiem', 'minta', 'masukan', 'pbnu']","['redam', 'polemik', 'permendikbud', 'ppks', 'nadiem', 'minta', 'masukan', 'pbnu']",redam polemik permendikbud ppks nadiem masukan pbnu,redam polemik permendikbud ppks nadiem masuk pbnu,0,
1437,"b'Rektor Universitas Halu Oleo (UHO) Kendari, Muhammad Zamrun Firihu mendukung Peraturan Menteri Pendidikan, Kebudaya\xe2\x80\xa6 https://t.co/QlmYiR1ixt'","b'rektor universitas halu oleo (uho) kendari, muhammad zamrun firihu mendukung peraturan menteri pendidikan, kebudaya\xe2\x80\xa6 https://t.co/qlmyir1ixt'",rektor universitas halu oleo uho kendari muhammad zamrun firihu mendukung peraturan menteri pendidikan kebudaya  xa,"['rektor', 'universitas', 'halu', 'oleo', 'uho', 'kendari', 'muhammad', 'zamrun', 'firihu', 'mendukung', 'peraturan', 'menteri', 'pendidikan', 'kebudaya', 'xa']","['rektor', 'universitas', 'halu', 'oleo', 'uho', 'kendari', 'muhammad', 'zamrun', 'firihu', 'mendukung', 'peraturan', 'menteri', 'pendidikan', 'kebudaya', 'xa']",rektor universitas halu oleo uho kendari muhammad zamrun firihu mendukung peraturan menteri pendidikan kebudaya,rektor universitas halu oleo uho kendari muhammad zamrun firihu dukung atur menteri didik budaya,1,
939,b'4. Rektor Unsika membentuk Panitia Seleksi Perlindungan dan Pencegahan Kekerasan Seksual (Pansel PPKS) melalui Waki\xe2\x80\xa6 https://t.co/hvpx1mJdJR',b'4. rektor unsika membentuk panitia seleksi perlindungan dan pencegahan kekerasan seksual (pansel ppks) melalui waki\xe2\x80\xa6 https://t.co/hvpx1mjdjr',rektor unsika membentuk panitia seleksi perlindungan dan pencegahan kekerasan seksual pansel ppks melalui waki  xa,"['rektor', 'unsika', 'membentuk', 'panitia', 'seleksi', 'perlindungan', 'dan', 'pencegahan', 'kekerasan', 'seksual', 'pansel', 'ppks', 'melalui', 'waki', 'xa']","['rektor', 'unsika', 'membentuk', 'panitia', 'seleksi', 'perlindungan', 'dan', 'pencegahan', 'kekerasan', 'seksual', 'pansel', 'ppks', 'melalui', 'waki', 'xa']",rektor unsika membentuk panitia seleksi perlindungan pencegahan kekerasan seksual pansel ppks waki,rektor unsika bentuk panitia seleksi lindung cegah keras seksual pansel ppks wak,1,
143,"b'Rektorat, dosen, dan staf kampus punya peranan besar dalam merumuskan kebijakan yang berperspektif korban, termasuk\xe2\x80\xa6 https://t.co/xBU6zgDbDl'","b'rektorat, dosen, dan staf kampus punya peranan besar dalam merumuskan kebijakan yang berperspektif korban, termasuk\xe2\x80\xa6 https://t.co/xbu6zgdbdl'",rektorat dosen dan staf kampus punya peranan besar dalam merumuskan kebijakan yang berperspektif korban termasuk  xa,"['rektorat', 'dosen', 'dan', 'staf', 'kampus', 'punya', 'peranan', 'besar', 'dalam', 'merumuskan', 'kebijakan', 'yang', 'berperspektif', 'korban', 'termasuk', 'xa']","['rektorat', 'dosen', 'dan', 'staf', 'kampus', 'punya', 'peranan', 'besar', 'dalam', 'merumuskan', 'kebijakan', 'yang', 'berperspektif', 'korban', 'termasuk', 'xa']",rektorat dosen staf kampus peranan merumuskan kebijakan berperspektif korban,rektorat dosen staf kampus peran rumus bijak perspektif korban,1,
963,b'rizka pas bahas htn: \xf0\x9f\x98\xb4\xf0\x9f\x92\xa4\nputer balik ke ppks: \xf0\x9f\x98\xa1\xe2\x98\x9d\xf0\x9f\x8f\xbd\xf0\x9f\x91\x8a\xf0\x9f\x8f\xbd',b'rizka pas bahas htn: \xf0\x9f\x98\xb4\xf0\x9f\x92\xa4\nputer balik ke ppks: \xf0\x9f\x98\xa1\xe2\x98\x9d\xf0\x9f\x8f\xbd\xf0\x9f\x91\x8a\xf0\x9f\x8f\xbd',rizka pas bahas htn xf xb xf xa nputer balik ke ppks xf xa  xf xbd xf xf xbd,"['rizka', 'pas', 'bahas', 'htn', 'xf', 'xb', 'xf', 'xa', 'nputer', 'balik', 'ke', 'ppks', 'xf', 'xa', 'xf', 'xbd', 'xf', 'xf', 'xbd']","['rizka', 'pas', 'bahas', 'htn', 'xf', 'xb', 'xf', 'xa', 'nputer', 'balik', 'ke', 'ppks', 'xf', 'xa', 'xf', 'xbd', 'xf', 'xf', 'xbd']",rizka pas bahas htn xf xb xf nputer ppks xf xf xbd xf xf xbd,rizka pas bahas htn xf xb xf nputer ppks xf xf xbd xf xf xbd,,9
196,"b'Rokhana Menyapa: \xe2\x80\x9cKenali Elaeis oleifera, spesies kelapa sawit dengan keunggulan spesial\xe2\x80\x9d\n.\nBagaimana keunggulan sp\xe2\x80\xa6 https://t.co/5bV6pMHhvj'","b'rokhana menyapa: \xe2\x80\x9ckenali elaeis oleifera, spesies kelapa sawit dengan keunggulan spesial\xe2\x80\x9d\n.\nbagaimana keunggulan sp\xe2\x80\xa6 https://t.co/5bv6pmhhvj'",rokhana menyapa  ckenali elaeis oleifera spesies kelapa sawit dengan keunggulan spesial  nbagaimana keunggulan sp  xa,"['rokhana', 'menyapa', 'ckenali', 'elaeis', 'oleifera', 'spesies', 'kelapa', 'sawit', 'dengan', 'keunggulan', 'spesial', 'nbagaimana', 'keunggulan', 'sp', 'xa']","['rokhana', 'menyapa', 'ckenali', 'elaeis', 'oleifera', 'spesies', 'kelapa', 'sawit', 'dengan', 'keunggulan', 'spesial', 'nbagaimana', 'keunggulan', 'sp', 'xa']",rokhana menyapa ckenali elaeis oleifera spesies kelapa sawit keunggulan spesial nbagaimana keunggulan sp,rokhana sapa ckenali elaeis oleifera spesies kelapa sawit unggul spesial nbagaimana unggul sp,,9
970,b'RUU TPKS dan Permen PPKS itu sarat dengan liberalisasi kehidupan sosial dan kampus. Sudah cocok #gagalkanruutpks\xe2\x80\xa6 https://t.co/rCxt9fucLH',b'ruu tpks dan permen ppks itu sarat dengan liberalisasi kehidupan sosial dan kampus. sudah cocok #gagalkanruutpks\xe2\x80\xa6 https://t.co/rcxt9fuclh',ruu tpks dan permen ppks itu sarat dengan liberalisasi kehidupan sosial dan kampus sudah cocok gagalkanruutpks  xa,"['ruu', 'tpks', 'dan', 'permen', 'ppks', 'itu', 'sarat', 'dengan', 'liberalisasi', 'kehidupan', 'sosial', 'dan', 'kampus', 'sudah', 'cocok', 'gagalkanruutpks', 'xa']","['ruu', 'tpks', 'dan', 'permen', 'ppks', 'itu', 'sarat', 'dengan', 'liberalisasi', 'kehidupan', 'sosial', 'dan', 'kampus', 'sudah', 'cocok', 'gagalkanruutpks', 'xa']",ruu tpks permen ppks sarat liberalisasi kehidupan sosial kampus cocok gagalkanruutpks,ruu tpks permen ppks sarat liberalisasi hidup sosial kampus cocok gagalkanruutpks,1,
2097,b'Said Aqil Minta Nadiem Segera Sempurnakan Permendikbud PPKS\n\nhttps://t.co/uEXtrDK0w1',b'said aqil minta nadiem segera sempurnakan permendikbud ppks\n\nhttps://t.co/uextrdk0w1',said aqil minta nadiem segera sempurnakan permendikbud ppks,"['said', 'aqil', 'minta', 'nadiem', 'segera', 'sempurnakan', 'permendikbud', 'ppks']","['said', 'aqil', 'minta', 'nadiem', 'segera', 'sempurnakan', 'permendikbud', 'ppks']",said aqil nadiem sempurnakan permendikbud ppks,said aqil nadiem sempurna permendikbud ppks,0,
4715,"b'Sambangi PBNU, Nadiem Minta Masukan untuk Permendikbud PPKS https://t.co/kcJQCUrBnJ https://t.co/v9syw3qCuM'","b'sambangi pbnu, nadiem minta masukan untuk permendikbud ppks https://t.co/kcjqcurbnj https://t.co/v9syw3qcum'",sambangi pbnu nadiem minta masukan untuk permendikbud ppks,"['sambangi', 'pbnu', 'nadiem', 'minta', 'masukan', 'untuk', 'permendikbud', 'ppks']","['sambangi', 'pbnu', 'nadiem', 'minta', 'masukan', 'untuk', 'permendikbud', 'ppks']",sambangi pbnu nadiem masukan permendikbud ppks,sambang pbnu nadiem masuk permendikbud ppks,1,
276,b'Sampurasun Sobatnet istimewa..\nKemendikbud Ristek resmi mengesahkan Permendikbud No 30 Tahun 2021 tentang Pencegaha\xe2\x80\xa6 https://t.co/9xNKLuwYHD',b'sampurasun sobatnet istimewa..\nkemendikbud ristek resmi mengesahkan permendikbud no 30 tahun 2021 tentang pencegaha\xe2\x80\xa6 https://t.co/9xnkluwyhd',sampurasun sobatnet istimewa nkemendikbud ristek resmi mengesahkan permendikbud no tahun tentang pencegaha  xa,"['sampurasun', 'sobatnet', 'istimewa', 'nkemendikbud', 'ristek', 'resmi', 'mengesahkan', 'permendikbud', 'no', 'tahun', 'tentang', 'pencegaha', 'xa']","['sampurasun', 'sobatnet', 'istimewa', 'nkemendikbud', 'ristek', 'resmi', 'mengesahkan', 'permendikbud', 'no', 'tahun', 'tentang', 'pencegaha', 'xa']",sampurasun sobatnet istimewa nkemendikbud ristek resmi mengesahkan permendikbud no pencegaha,sampurasun sobatnet istimewa nkemendikbud ristek resmi kesah permendikbud no pencegaha,1,
929,b'Sasaran Permendikdubristek PPKS adalah mencegah dan menangani setidaknya sebelas kemungkinan kejadian kekerasan sek\xe2\x80\xa6 https://t.co/ulbdoqtnok',b'sasaran permendikdubristek ppks adalah mencegah dan menangani setidaknya sebelas kemungkinan kejadian kekerasan sek\xe2\x80\xa6 https://t.co/ulbdoqtnok',sasaran permendikdubristek ppks adalah mencegah dan menangani setidaknya sebelas kemungkinan kejadian kekerasan sek  xa,"['sasaran', 'permendikdubristek', 'ppks', 'adalah', 'mencegah', 'dan', 'menangani', 'setidaknya', 'sebelas', 'kemungkinan', 'kejadian', 'kekerasan', 'sek', 'xa']","['sasaran', 'permendikdubristek', 'ppks', 'adalah', 'mencegah', 'dan', 'menangani', 'setidaknya', 'sebelas', 'kemungkinan', 'kejadian', 'kekerasan', 'sek', 'xa']",sasaran permendikdubristek ppks mencegah menangani sebelas kejadian kekerasan sek,sasar permendikdubristek ppks cegah tangan sebelas jadi keras sek,1,
5412,b'satgas dan nakes jadi semacam tumbal COVID.. bernasib spt petugas PPKS pemilu 2019',b'satgas dan nakes jadi semacam tumbal covid.. bernasib spt petugas ppks pemilu 2019',satgas dan nakes jadi semacam tumbal covid bernasib spt petugas ppks pemilu,"['satgas', 'dan', 'nakes', 'jadi', 'semacam', 'tumbal', 'covid', 'bernasib', 'spt', 'petugas', 'ppks', 'pemilu']","['satgas', 'dan', 'nakes', 'jadi', 'semacam', 'tumbal', 'covid', 'bernasib', 'spt', 'petugas', 'ppks', 'pemilu']",satgas nakes tumbal covid bernasib spt petugas ppks pemilu,satgas nakes tumbal covid nasib spt tugas ppks milu,,9
5403,b'sawit PPKS https://t.co/qlnA0WIaqQ',b'sawit ppks https://t.co/qlna0wiaqq',sawit ppks,"['sawit', 'ppks']","['sawit', 'ppks']",sawit ppks,sawit ppks,,9
5406,"b'@okkymadasari Saya juga mendukung, mbak. Sy coba membuat artikel ini sebagai bahan ghibah teman2.\nhttps://t.co/wvEhP5dKG9'","b'@okkymadasari saya juga mendukung, mbak. sy coba membuat artikel ini sebagai bahan ghibah teman2.\nhttps://t.co/wvehp5dkg9'",saya juga mendukung mbak sy coba membuat artikel ini sebagai bahan ghibah teman,"['saya', 'juga', 'mendukung', 'mbak', 'sy', 'coba', 'membuat', 'artikel', 'ini', 'sebagai', 'bahan', 'ghibah', 'teman']","['saya', 'juga', 'mendukung', 'mbak', 'sy', 'coba', 'membuat', 'artikel', 'ini', 'sebagai', 'bahan', 'ghibah', 'teman']",mendukung mbak sy coba artikel bahan ghibah teman,dukung mbak sy coba artikel bahan ghibah teman,1,
297,b'Sebenarnya Pemerintah RI serius ga bubarkan kelompok pengusung Khilafah? Sekarang mereka Demo ganti Pancasila &amp; UUD\xe2\x80\xa6 https://t.co/09LMA8la9R',b'sebenarnya pemerintah ri serius ga bubarkan kelompok pengusung khilafah? sekarang mereka demo ganti pancasila &amp; uud\xe2\x80\xa6 https://t.co/09lma8la9r',sebenarnya pemerintah ri serius ga bubarkan kelompok pengusung khilafah sekarang mereka demo ganti pancasila amp uud  xa,"['sebenarnya', 'pemerintah', 'ri', 'serius', 'ga', 'bubarkan', 'kelompok', 'pengusung', 'khilafah', 'sekarang', 'mereka', 'demo', 'ganti', 'pancasila', 'amp', 'uud', 'xa']","['sebenarnya', 'pemerintah', 'ri', 'serius', 'ga', 'bubarkan', 'kelompok', 'pengusung', 'khilafah', 'sekarang', 'mereka', 'demo', 'ganti', 'pancasila', 'amp', 'uud', 'xa']",pemerintah ri serius ga bubarkan kelompok pengusung khilafah demo ganti pancasila amp uud,perintah ri serius ga bubar kelompok usung khilafah demo ganti pancasila amp uud,0,
5372,"b'Sebuah Telaah Mendalam: Ada Apa di Balik Permendikbud Ristek PPKS?\n\nOleh: Rahmiani Tiflen, S.Kep\n[Voice of Muslimah\xe2\x80\xa6 https://t.co/TbLt8Nedy7'","b'sebuah telaah mendalam: ada apa di balik permendikbud ristek ppks?\n\noleh: rahmiani tiflen, s.kep\n[voice of muslimah\xe2\x80\xa6 https://t.co/tblt8nedy7'",sebuah telaah mendalam ada apa di balik permendikbud ristek ppks noleh rahmiani tiflen kep voice of muslimah  xa,"['sebuah', 'telaah', 'mendalam', 'ada', 'apa', 'di', 'balik', 'permendikbud', 'ristek', 'ppks', 'noleh', 'rahmiani', 'tiflen', 'kep', 'voice', 'of', 'muslimah', 'xa']","['sebuah', 'telaah', 'mendalam', 'ada', 'apa', 'di', 'balik', 'permendikbud', 'ristek', 'ppks', 'noleh', 'rahmiani', 'tiflen', 'kep', 'voice', 'of', 'muslimah', 'xa']",telaah mendalam permendikbud ristek ppks noleh rahmiani tiflen kep voice of muslimah,telaah dalam permendikbud ristek ppks noleh rahmiani tiflen kep voice of muslimah,,9
923,"b'Secara umum, kelompok pro Permendikbudristek PPKS mencapai 55% dari total netizen yang membahas isu ini.\xe2\x80\xa6 https://t.co/axZzoLCIPC'","b'secara umum, kelompok pro permendikbudristek ppks mencapai 55% dari total netizen yang membahas isu ini.\xe2\x80\xa6 https://t.co/axzzolcipc'",secara umum kelompok pro permendikbudristek ppks mencapai dari total netizen yang membahas isu ini  xa,"['secara', 'umum', 'kelompok', 'pro', 'permendikbudristek', 'ppks', 'mencapai', 'dari', 'total', 'netizen', 'yang', 'membahas', 'isu', 'ini', 'xa']","['secara', 'umum', 'kelompok', 'pro', 'permendikbudristek', 'ppks', 'mencapai', 'dari', 'total', 'netizen', 'yang', 'membahas', 'isu', 'ini', 'xa']",kelompok pro permendikbudristek ppks mencapai total netizen membahas isu,kelompok pro permendikbudristek ppks capai total netizen bahas isu,1,
190,"b'Seharusnya mahasiswa yg mana punya akses pendidikan tinggi, seharusnya lebih uptodate pada science moderen.\nTapi ma\xe2\x80\xa6 https://t.co/ggMBAfvDVG'","b'seharusnya mahasiswa yg mana punya akses pendidikan tinggi, seharusnya lebih uptodate pada science moderen.\ntapi ma\xe2\x80\xa6 https://t.co/ggmbafvdvg'",seharusnya mahasiswa yg mana punya akses pendidikan tinggi seharusnya lebih uptodate pada science moderen ntapi ma  xa,"['seharusnya', 'mahasiswa', 'yg', 'mana', 'punya', 'akses', 'pendidikan', 'tinggi', 'seharusnya', 'lebih', 'uptodate', 'pada', 'science', 'moderen', 'ntapi', 'ma', 'xa']","['seharusnya', 'mahasiswa', 'yg', 'mana', 'punya', 'akses', 'pendidikan', 'tinggi', 'seharusnya', 'lebih', 'uptodate', 'pada', 'science', 'moderen', 'ntapi', 'ma', 'xa']",mahasiswa yg akses pendidikan uptodate science moderen ntapi ma,mahasiswa yg akses didik uptodate science moderen ntapi ma,,9
1926,"b'Sejak pertengahan tahun dan sebelum permendikbud ppks, di kampus udah ada delik aduan. Meski enggak spesifik untuk\xe2\x80\xa6 https://t.co/YbrZChzLTY'","b'sejak pertengahan tahun dan sebelum permendikbud ppks, di kampus udah ada delik aduan. meski enggak spesifik untuk\xe2\x80\xa6 https://t.co/ybrzchzlty'",sejak pertengahan tahun dan sebelum permendikbud ppks di kampus udah ada delik aduan meski enggak spesifik untuk  xa,"['sejak', 'pertengahan', 'tahun', 'dan', 'sebelum', 'permendikbud', 'ppks', 'di', 'kampus', 'udah', 'ada', 'delik', 'aduan', 'meski', 'enggak', 'spesifik', 'untuk', 'xa']","['sejak', 'pertengahan', 'tahun', 'dan', 'sebelum', 'permendikbud', 'ppks', 'di', 'kampus', 'udah', 'ada', 'delik', 'aduan', 'meski', 'enggak', 'spesifik', 'untuk', 'xa']",pertengahan permendikbud ppks kampus udah delik aduan spesifik,tengah permendikbud ppks kampus udah delik adu spesifik,0,
254,b'Sejumlah mahasiswa di Medan unjuk rasa meminta Permendikbudristek PPKS dicabut serta penegakkan khilafah. Komisi X\xe2\x80\xa6 https://t.co/P7QL8GFOAg',b'sejumlah mahasiswa di medan unjuk rasa meminta permendikbudristek ppks dicabut serta penegakkan khilafah. komisi x\xe2\x80\xa6 https://t.co/p7ql8gfoag',sejumlah mahasiswa di medan unjuk rasa meminta permendikbudristek ppks dicabut serta penegakkan khilafah komisi  xa,"['sejumlah', 'mahasiswa', 'di', 'medan', 'unjuk', 'rasa', 'meminta', 'permendikbudristek', 'ppks', 'dicabut', 'serta', 'penegakkan', 'khilafah', 'komisi', 'xa']","['sejumlah', 'mahasiswa', 'di', 'medan', 'unjuk', 'rasa', 'meminta', 'permendikbudristek', 'ppks', 'dicabut', 'serta', 'penegakkan', 'khilafah', 'komisi', 'xa']",mahasiswa medan unjuk permendikbudristek ppks dicabut penegakkan khilafah komisi,mahasiswa medan unjuk permendikbudristek ppks cabut tegak khilafah komisi,0,
874,b'Sejumlah mahasiswa menggelar demonstrasi di Medan. Mereka meminta Permendikbudr PPKS di Lingkungan Perguruan Tinggi\xe2\x80\xa6 https://t.co/n4gE3vgaj1',b'sejumlah mahasiswa menggelar demonstrasi di medan. mereka meminta permendikbudr ppks di lingkungan perguruan tinggi\xe2\x80\xa6 https://t.co/n4ge3vgaj1',sejumlah mahasiswa menggelar demonstrasi di medan mereka meminta permendikbudr ppks di lingkungan perguruan tinggi  xa,"['sejumlah', 'mahasiswa', 'menggelar', 'demonstrasi', 'di', 'medan', 'mereka', 'meminta', 'permendikbudr', 'ppks', 'di', 'lingkungan', 'perguruan', 'tinggi', 'xa']","['sejumlah', 'mahasiswa', 'menggelar', 'demonstrasi', 'di', 'medan', 'mereka', 'meminta', 'permendikbudr', 'ppks', 'di', 'lingkungan', 'perguruan', 'tinggi', 'xa']",mahasiswa menggelar demonstrasi medan permendikbudr ppks lingkungan perguruan,mahasiswa gelar demonstrasi medan permendikbudr ppks lingkung guru,0,
756,"b'Selain penjahat kelamin, penolak Permendikbudristek PPKS ini juga pendukung Khilafah!\n\nGema Pembebasan itu sayap Hi\xe2\x80\xa6 https://t.co/w0obKr6b48'","b'selain penjahat kelamin, penolak permendikbudristek ppks ini juga pendukung khilafah!\n\ngema pembebasan itu sayap hi\xe2\x80\xa6 https://t.co/w0obkr6b48'",selain penjahat kelamin penolak permendikbudristek ppks ini juga pendukung khilafah ngema pembebasan itu sayap hi  xa,"['selain', 'penjahat', 'kelamin', 'penolak', 'permendikbudristek', 'ppks', 'ini', 'juga', 'pendukung', 'khilafah', 'ngema', 'pembebasan', 'itu', 'sayap', 'hi', 'xa']","['selain', 'penjahat', 'kelamin', 'penolak', 'permendikbudristek', 'ppks', 'ini', 'juga', 'pendukung', 'khilafah', 'ngema', 'pembebasan', 'itu', 'sayap', 'hi', 'xa']",penjahat kelamin penolak permendikbudristek ppks pendukung khilafah ngema pembebasan sayap hi,jahat kelamin tolak permendikbudristek ppks dukung khilafah ngema bebas sayap hi,0,
1829,b'Selamat malam #SobatSkanser. Apa aktivitas yang Sobat Skanser lakukan hari ini? \n\nDi sela-sela waktu PTMT di sekola\xe2\x80\xa6 https://t.co/WWKUmauUpc',b'selamat malam #sobatskanser. apa aktivitas yang sobat skanser lakukan hari ini? \n\ndi sela-sela waktu ptmt di sekola\xe2\x80\xa6 https://t.co/wwkumauupc',selamat malam sobatskanser apa aktivitas yang sobat skanser lakukan hari ini ndi sela sela waktu ptmt di sekola  xa,"['selamat', 'malam', 'sobatskanser', 'apa', 'aktivitas', 'yang', 'sobat', 'skanser', 'lakukan', 'hari', 'ini', 'ndi', 'sela', 'sela', 'waktu', 'ptmt', 'di', 'sekola', 'xa']","['selamat', 'malam', 'sobatskanser', 'apa', 'aktivitas', 'yang', 'sobat', 'skanser', 'lakukan', 'hari', 'ini', 'ndi', 'sela', 'sela', 'waktu', 'ptmt', 'di', 'sekola', 'xa']",selamat malam sobatskanser aktivitas sobat skanser lakukan ndi ptmt sekola,selamat malam sobatskanser aktivitas sobat skanser laku ndi ptmt kola,,9
900,b'selesai kontroversi PPKS Permendikbud\n\n#kiaisaid #buyasaid #saidaqil #ketumPBNU #MuktamarNU34  #MuktamarNU2021\xe2\x80\xa6 https://t.co/yJyAolBvH5',b'selesai kontroversi ppks permendikbud\n\n#kiaisaid #buyasaid #saidaqil #ketumpbnu #muktamarnu34  #muktamarnu2021\xe2\x80\xa6 https://t.co/yjyaolbvh5',selesai kontroversi ppks permendikbud kiaisaid buyasaid saidaqil ketumpbnu muktamarnu muktamarnu  xa,"['selesai', 'kontroversi', 'ppks', 'permendikbud', 'kiaisaid', 'buyasaid', 'saidaqil', 'ketumpbnu', 'muktamarnu', 'muktamarnu', 'xa']","['selesai', 'kontroversi', 'ppks', 'permendikbud', 'kiaisaid', 'buyasaid', 'saidaqil', 'ketumpbnu', 'muktamarnu', 'muktamarnu', 'xa']",selesai kontroversi ppks permendikbud kiaisaid buyasaid saidaqil ketumpbnu muktamarnu muktamarnu,selesai kontroversi ppks permendikbud kiaisaid buyasaid saidaqil ketumpbnu muktamarnu muktamarnu,0,
