,No,Tweets,Case_Folding,Data_Cleaning,Tokenize,Normalization,Stopwords,Stemming,Label,Text,Text Tweet
287,970,b'RUU TPKS dan Permen PPKS itu sarat dengan liberalisasi kehidupan sosial dan kampus. Sudah cocok #gagalkanruutpks\xe2\x80\xa6 https://t.co/rCxt9fucLH',b'ruu tpks dan permen ppks itu sarat dengan liberalisasi kehidupan sosial dan kampus. sudah cocok #gagalkanruutpks\xe2\x80\xa6 https://t.co/rcxt9fuclh',ruu tpks dan permen ppks itu sarat dengan liberalisasi kehidupan sosial dan kampus sudah cocok gagalkanruutpks  xa,"['ruu', 'tpks', 'dan', 'permen', 'ppks', 'itu', 'sarat', 'dengan', 'liberalisasi', 'kehidupan', 'sosial', 'dan', 'kampus', 'sudah', 'cocok', 'gagalkanruutpks', 'xa']","['ruu', 'tpks', 'dan', 'permen', 'ppks', 'itu', 'sarat', 'dengan', 'liberalisasi', 'kehidupan', 'sosial', 'dan', 'kampus', 'sudah', 'cocok', 'gagalkanruutpks', 'xa']",ruu tpks permen ppks sarat liberalisasi kehidupan sosial kampus cocok gagalkanruutpks,ruu tpks permen ppks sarat liberalisasi hidup sosial kampus cocok gagalkanruutpks,Negative,ruu tpks permen ppks sarat liberalisasi hidup sosial kampus cocok gagalkanruutpks,"['ruu', 'tpks', 'permen', 'ppks', 'sarat', 'liberalisasi', 'sosial', 'kampus', 'cocok', 'gagalkanruutpks']"
288,2097,b'Said Aqil Minta Nadiem Segera Sempurnakan Permendikbud PPKS\n\nhttps://t.co/uEXtrDK0w1',b'said aqil minta nadiem segera sempurnakan permendikbud ppks\n\nhttps://t.co/uextrdk0w1',said aqil minta nadiem segera sempurnakan permendikbud ppks,"['said', 'aqil', 'minta', 'nadiem', 'segera', 'sempurnakan', 'permendikbud', 'ppks']","['said', 'aqil', 'minta', 'nadiem', 'segera', 'sempurnakan', 'permendikbud', 'ppks']",said aqil nadiem sempurnakan permendikbud ppks,said aqil nadiem sempurna permendikbud ppks,Negative,said aqil nadiem sempurna permendikbud ppks,"['said', 'aqil', 'nadiem', 'sempurna', 'permendikbud', 'ppks']"
289,4715,"b'Sambangi PBNU, Nadiem Minta Masukan untuk Permendikbud PPKS https://t.co/kcJQCUrBnJ https://t.co/v9syw3qCuM'","b'sambangi pbnu, nadiem minta masukan untuk permendikbud ppks https://t.co/kcjqcurbnj https://t.co/v9syw3qcum'",sambangi pbnu nadiem minta masukan untuk permendikbud ppks,"['sambangi', 'pbnu', 'nadiem', 'minta', 'masukan', 'untuk', 'permendikbud', 'ppks']","['sambangi', 'pbnu', 'nadiem', 'minta', 'masukan', 'untuk', 'permendikbud', 'ppks']",sambangi pbnu nadiem masukan permendikbud ppks,sambang pbnu nadiem masuk permendikbud ppks,Negative,sambang pbnu nadiem masuk permendikbud ppks,"['sambang', 'pbnu', 'nadiem', 'permendikbud', 'ppks']"
290,276,b'Sampurasun Sobatnet istimewa..\nKemendikbud Ristek resmi mengesahkan Permendikbud No 30 Tahun 2021 tentang Pencegaha\xe2\x80\xa6 https://t.co/9xNKLuwYHD',b'sampurasun sobatnet istimewa..\nkemendikbud ristek resmi mengesahkan permendikbud no 30 tahun 2021 tentang pencegaha\xe2\x80\xa6 https://t.co/9xnkluwyhd',sampurasun sobatnet istimewa nkemendikbud ristek resmi mengesahkan permendikbud no tahun tentang pencegaha  xa,"['sampurasun', 'sobatnet', 'istimewa', 'nkemendikbud', 'ristek', 'resmi', 'mengesahkan', 'permendikbud', 'no', 'tahun', 'tentang', 'pencegaha', 'xa']","['sampurasun', 'sobatnet', 'istimewa', 'nkemendikbud', 'ristek', 'resmi', 'mengesahkan', 'permendikbud', 'no', 'tahun', 'tentang', 'pencegaha', 'xa']",sampurasun sobatnet istimewa nkemendikbud ristek resmi mengesahkan permendikbud no pencegaha,sampurasun sobatnet istimewa nkemendikbud ristek resmi kesah permendikbud no pencegaha,Positive,sampurasun sobatnet istimewa nkemendikbud ristek resmi kesah permendikbud no pencegaha,"['sampurasun', 'sobatnet', 'istimewa', 'nkemendikbud', 'ristek', 'resmi', 'kesah', 'permendikbud', 'pencegaha']"
291,929,b'Sasaran Permendikdubristek PPKS adalah mencegah dan menangani setidaknya sebelas kemungkinan kejadian kekerasan sek\xe2\x80\xa6 https://t.co/ulbdoqtnok',b'sasaran permendikdubristek ppks adalah mencegah dan menangani setidaknya sebelas kemungkinan kejadian kekerasan sek\xe2\x80\xa6 https://t.co/ulbdoqtnok',sasaran permendikdubristek ppks adalah mencegah dan menangani setidaknya sebelas kemungkinan kejadian kekerasan sek  xa,"['sasaran', 'permendikdubristek', 'ppks', 'adalah', 'mencegah', 'dan', 'menangani', 'setidaknya', 'sebelas', 'kemungkinan', 'kejadian', 'kekerasan', 'sek', 'xa']","['sasaran', 'permendikdubristek', 'ppks', 'adalah', 'mencegah', 'dan', 'menangani', 'setidaknya', 'sebelas', 'kemungkinan', 'kejadian', 'kekerasan', 'sek', 'xa']",sasaran permendikdubristek ppks mencegah menangani sebelas kejadian kekerasan sek,sasar permendikdubristek ppks cegah tangan sebelas jadi keras sek,Positive,sasar permendikdubristek ppks cegah tangan sebelas jadi keras sek,"['sasar', 'permendikdubristek', 'ppks', 'cegah', 'tangan', 'sebelas', 'keras', 'sek']"
292,5406,"b'@okkymadasari Saya juga mendukung, mbak. Sy coba membuat artikel ini sebagai bahan ghibah teman2.\nhttps://t.co/wvEhP5dKG9'","b'@okkymadasari saya juga mendukung, mbak. sy coba membuat artikel ini sebagai bahan ghibah teman2.\nhttps://t.co/wvehp5dkg9'",saya juga mendukung mbak sy coba membuat artikel ini sebagai bahan ghibah teman,"['saya', 'juga', 'mendukung', 'mbak', 'sy', 'coba', 'membuat', 'artikel', 'ini', 'sebagai', 'bahan', 'ghibah', 'teman']","['saya', 'juga', 'mendukung', 'mbak', 'sy', 'coba', 'membuat', 'artikel', 'ini', 'sebagai', 'bahan', 'ghibah', 'teman']",mendukung mbak sy coba artikel bahan ghibah teman,dukung mbak sy coba artikel bahan ghibah teman,Positive,dukung mbak sy coba artikel bahan ghibah teman,"['dukung', 'coba', 'artikel', 'bahan', 'ghibah']"
293,923,"b'Secara umum, kelompok pro Permendikbudristek PPKS mencapai 55% dari total netizen yang membahas isu ini.\xe2\x80\xa6 https://t.co/axZzoLCIPC'","b'secara umum, kelompok pro permendikbudristek ppks mencapai 55% dari total netizen yang membahas isu ini.\xe2\x80\xa6 https://t.co/axzzolcipc'",secara umum kelompok pro permendikbudristek ppks mencapai dari total netizen yang membahas isu ini  xa,"['secara', 'umum', 'kelompok', 'pro', 'permendikbudristek', 'ppks', 'mencapai', 'dari', 'total', 'netizen', 'yang', 'membahas', 'isu', 'ini', 'xa']","['secara', 'umum', 'kelompok', 'pro', 'permendikbudristek', 'ppks', 'mencapai', 'dari', 'total', 'netizen', 'yang', 'membahas', 'isu', 'ini', 'xa']",kelompok pro permendikbudristek ppks mencapai total netizen membahas isu,kelompok pro permendikbudristek ppks capai total netizen bahas isu,Positive,kelompok pro permendikbudristek ppks capai total netizen bahas isu,"['kelompok', 'pro', 'permendikbudristek', 'ppks', 'capai', 'total', 'netizen', 'bahas', 'isu']"
294,1926,"b'Sejak pertengahan tahun dan sebelum permendikbud ppks, di kampus udah ada delik aduan. Meski enggak spesifik untuk\xe2\x80\xa6 https://t.co/YbrZChzLTY'","b'sejak pertengahan tahun dan sebelum permendikbud ppks, di kampus udah ada delik aduan. meski enggak spesifik untuk\xe2\x80\xa6 https://t.co/ybrzchzlty'",sejak pertengahan tahun dan sebelum permendikbud ppks di kampus udah ada delik aduan meski enggak spesifik untuk  xa,"['sejak', 'pertengahan', 'tahun', 'dan', 'sebelum', 'permendikbud', 'ppks', 'di', 'kampus', 'udah', 'ada', 'delik', 'aduan', 'meski', 'enggak', 'spesifik', 'untuk', 'xa']","['sejak', 'pertengahan', 'tahun', 'dan', 'sebelum', 'permendikbud', 'ppks', 'di', 'kampus', 'udah', 'ada', 'delik', 'aduan', 'meski', 'enggak', 'spesifik', 'untuk', 'xa']",pertengahan permendikbud ppks kampus udah delik aduan spesifik,tengah permendikbud ppks kampus udah delik adu spesifik,Positive,tengah permendikbud ppks kampus udah delik adu spesifik,"['permendikbud', 'ppks', 'kampus', 'delik', 'adu', 'spesifik']"
295,254,b'Sejumlah mahasiswa di Medan unjuk rasa meminta Permendikbudristek PPKS dicabut serta penegakkan khilafah. Komisi X\xe2\x80\xa6 https://t.co/P7QL8GFOAg',b'sejumlah mahasiswa di medan unjuk rasa meminta permendikbudristek ppks dicabut serta penegakkan khilafah. komisi x\xe2\x80\xa6 https://t.co/p7ql8gfoag',sejumlah mahasiswa di medan unjuk rasa meminta permendikbudristek ppks dicabut serta penegakkan khilafah komisi  xa,"['sejumlah', 'mahasiswa', 'di', 'medan', 'unjuk', 'rasa', 'meminta', 'permendikbudristek', 'ppks', 'dicabut', 'serta', 'penegakkan', 'khilafah', 'komisi', 'xa']","['sejumlah', 'mahasiswa', 'di', 'medan', 'unjuk', 'rasa', 'meminta', 'permendikbudristek', 'ppks', 'dicabut', 'serta', 'penegakkan', 'khilafah', 'komisi', 'xa']",mahasiswa medan unjuk permendikbudristek ppks dicabut penegakkan khilafah komisi,mahasiswa medan unjuk permendikbudristek ppks cabut tegak khilafah komisi,Negative,mahasiswa medan unjuk permendikbudristek ppks cabut tegak khilafah komisi,"['mahasiswa', 'medan', 'unjuk', 'permendikbudristek', 'ppks', 'cabut', 'tegak', 'khilafah', 'komisi']"
296,874,b'Sejumlah mahasiswa menggelar demonstrasi di Medan. Mereka meminta Permendikbudr PPKS di Lingkungan Perguruan Tinggi\xe2\x80\xa6 https://t.co/n4gE3vgaj1',b'sejumlah mahasiswa menggelar demonstrasi di medan. mereka meminta permendikbudr ppks di lingkungan perguruan tinggi\xe2\x80\xa6 https://t.co/n4ge3vgaj1',sejumlah mahasiswa menggelar demonstrasi di medan mereka meminta permendikbudr ppks di lingkungan perguruan tinggi  xa,"['sejumlah', 'mahasiswa', 'menggelar', 'demonstrasi', 'di', 'medan', 'mereka', 'meminta', 'permendikbudr', 'ppks', 'di', 'lingkungan', 'perguruan', 'tinggi', 'xa']","['sejumlah', 'mahasiswa', 'menggelar', 'demonstrasi', 'di', 'medan', 'mereka', 'meminta', 'permendikbudr', 'ppks', 'di', 'lingkungan', 'perguruan', 'tinggi', 'xa']",mahasiswa menggelar demonstrasi medan permendikbudr ppks lingkungan perguruan,mahasiswa gelar demonstrasi medan permendikbudr ppks lingkung guru,Negative,mahasiswa gelar demonstrasi medan permendikbudr ppks lingkung guru,"['mahasiswa', 'gelar', 'demonstrasi', 'medan', 'permendikbudr', 'ppks', 'lingkung', 'guru']"
297,756,"b'Selain penjahat kelamin, penolak Permendikbudristek PPKS ini juga pendukung Khilafah!\n\nGema Pembebasan itu sayap Hi\xe2\x80\xa6 https://t.co/w0obKr6b48'","b'selain penjahat kelamin, penolak permendikbudristek ppks ini juga pendukung khilafah!\n\ngema pembebasan itu sayap hi\xe2\x80\xa6 https://t.co/w0obkr6b48'",selain penjahat kelamin penolak permendikbudristek ppks ini juga pendukung khilafah ngema pembebasan itu sayap hi  xa,"['selain', 'penjahat', 'kelamin', 'penolak', 'permendikbudristek', 'ppks', 'ini', 'juga', 'pendukung', 'khilafah', 'ngema', 'pembebasan', 'itu', 'sayap', 'hi', 'xa']","['selain', 'penjahat', 'kelamin', 'penolak', 'permendikbudristek', 'ppks', 'ini', 'juga', 'pendukung', 'khilafah', 'ngema', 'pembebasan', 'itu', 'sayap', 'hi', 'xa']",penjahat kelamin penolak permendikbudristek ppks pendukung khilafah ngema pembebasan sayap hi,jahat kelamin tolak permendikbudristek ppks dukung khilafah ngema bebas sayap hi,Negative,jahat kelamin tolak permendikbudristek ppks dukung khilafah ngema bebas sayap hi,"['jahat', 'kelamin', 'tolak', 'permendikbudristek', 'ppks', 'dukung', 'khilafah', 'ngema', 'bebas', 'sayap', 'hi']"
298,900,b'selesai kontroversi PPKS Permendikbud\n\n#kiaisaid #buyasaid #saidaqil #ketumPBNU #MuktamarNU34  #MuktamarNU2021\xe2\x80\xa6 https://t.co/yJyAolBvH5',b'selesai kontroversi ppks permendikbud\n\n#kiaisaid #buyasaid #saidaqil #ketumpbnu #muktamarnu34  #muktamarnu2021\xe2\x80\xa6 https://t.co/yjyaolbvh5',selesai kontroversi ppks permendikbud kiaisaid buyasaid saidaqil ketumpbnu muktamarnu muktamarnu  xa,"['selesai', 'kontroversi', 'ppks', 'permendikbud', 'kiaisaid', 'buyasaid', 'saidaqil', 'ketumpbnu', 'muktamarnu', 'muktamarnu', 'xa']","['selesai', 'kontroversi', 'ppks', 'permendikbud', 'kiaisaid', 'buyasaid', 'saidaqil', 'ketumpbnu', 'muktamarnu', 'muktamarnu', 'xa']",selesai kontroversi ppks permendikbud kiaisaid buyasaid saidaqil ketumpbnu muktamarnu muktamarnu,selesai kontroversi ppks permendikbud kiaisaid buyasaid saidaqil ketumpbnu muktamarnu muktamarnu,Positive,selesai kontroversi ppks permendikbud kiaisaid buyasaid saidaqil ketumpbnu muktamarnu muktamarnu,"['selesai', 'kontroversi', 'ppks', 'permendikbud', 'kiaisaid', 'buyasaid', 'saidaqil', 'ketumpbnu', 'muktamarnu', 'muktamarnu']"
299,924,"b'Sementara itu, di media sosial terdapat 48.315 unggahan netizen tentang Permendikbudristek PPKS. Sebesar 76% netize\xe2\x80\xa6 https://t.co/CYj0psHBSU'","b'sementara itu, di media sosial terdapat 48.315 unggahan netizen tentang permendikbudristek ppks. sebesar 76% netize\xe2\x80\xa6 https://t.co/cyj0pshbsu'",sementara itu di media sosial terdapat unggahan netizen tentang permendikbudristek ppks sebesar netize  xa,"['sementara', 'itu', 'di', 'media', 'sosial', 'terdapat', 'unggahan', 'netizen', 'tentang', 'permendikbudristek', 'ppks', 'sebesar', 'netize', 'xa']","['sementara', 'itu', 'di', 'media', 'sosial', 'terdapat', 'unggahan', 'netizen', 'tentang', 'permendikbudristek', 'ppks', 'sebesar', 'netize', 'xa']",media sosial unggahan netizen permendikbudristek ppks netize,media sosial unggah netizen permendikbudristek ppks netize,Positive,media sosial unggah netizen permendikbudristek ppks netize,"['media', 'sosial', 'unggah', 'netizen', 'permendikbudristek', 'ppks', 'netize']"
300,1612,"b'Sesat Pikir PERMENDIKBUD RISTEK PPKS! Logikanya itu loh, udah tau jumlah pelaku kekerasan seksual banyak dari hasil\xe2\x80\xa6 https://t.co/U8rX3JhsEj'","b'sesat pikir permendikbud ristek ppks! logikanya itu loh, udah tau jumlah pelaku kekerasan seksual banyak dari hasil\xe2\x80\xa6 https://t.co/u8rx3jhsej'",sesat pikir permendikbud ristek ppks logikanya itu loh udah tau jumlah pelaku kekerasan seksual banyak dari hasil  xa,"['sesat', 'pikir', 'permendikbud', 'ristek', 'ppks', 'logikanya', 'itu', 'loh', 'udah', 'tau', 'jumlah', 'pelaku', 'kekerasan', 'seksual', 'banyak', 'dari', 'hasil', 'xa']","['sesat', 'pikir', 'permendikbud', 'ristek', 'ppks', 'logikanya', 'itu', 'loh', 'udah', 'tau', 'jumlah', 'pelaku', 'kekerasan', 'seksual', 'banyak', 'dari', 'hasil', 'xa']",sesat pikir permendikbud ristek ppks logikanya loh udah tau pelaku kekerasan seksual hasil,sesat pikir permendikbud ristek ppks logika loh udah tau laku keras seksual hasil,Negative,sesat pikir permendikbud ristek ppks logika loh udah tau laku keras seksual hasil,"['sesat', 'pikir', 'permendikbud', 'ristek', 'ppks', 'logika', 'tau', 'laku', 'keras', 'seksual']"
301,1670,"b'Sesat Pikir PERMENDIKBUD RISTEK PPKS! Logikanya itu loh, udah tau jumlah pelaku kekerasan seksual banyak dari pacar\xe2\x80\xa6 https://t.co/V7pyf4nOEO'","b'sesat pikir permendikbud ristek ppks! logikanya itu loh, udah tau jumlah pelaku kekerasan seksual banyak dari pacar\xe2\x80\xa6 https://t.co/v7pyf4noeo'",sesat pikir permendikbud ristek ppks logikanya itu loh udah tau jumlah pelaku kekerasan seksual banyak dari pacar  xa,"['sesat', 'pikir', 'permendikbud', 'ristek', 'ppks', 'logikanya', 'itu', 'loh', 'udah', 'tau', 'jumlah', 'pelaku', 'kekerasan', 'seksual', 'banyak', 'dari', 'pacar', 'xa']","['sesat', 'pikir', 'permendikbud', 'ristek', 'ppks', 'logikanya', 'itu', 'loh', 'udah', 'tau', 'jumlah', 'pelaku', 'kekerasan', 'seksual', 'banyak', 'dari', 'pacar', 'xa']",sesat pikir permendikbud ristek ppks logikanya loh udah tau pelaku kekerasan seksual pacar,sesat pikir permendikbud ristek ppks logika loh udah tau laku keras seksual pacar,Negative,sesat pikir permendikbud ristek ppks logika loh udah tau laku keras seksual pacar,"['sesat', 'pikir', 'permendikbud', 'ristek', 'ppks', 'logika', 'tau', 'laku', 'keras', 'seksual', 'pacar']"
302,5241,"b'Setelah menuai pro dan kontra, Permendikbud PPKS udah resmi berlaku nih gengs. \n\nMakin ke sini, ternyata makin bany\xe2\x80\xa6 https://t.co/9UxH8i4goq'","b'setelah menuai pro dan kontra, permendikbud ppks udah resmi berlaku nih gengs. \n\nmakin ke sini, ternyata makin bany\xe2\x80\xa6 https://t.co/9uxh8i4goq'",setelah menuai pro dan kontra permendikbud ppks udah resmi berlaku nih gengs nmakin ke sini ternyata makin bany  xa,"['setelah', 'menuai', 'pro', 'dan', 'kontra', 'permendikbud', 'ppks', 'udah', 'resmi', 'berlaku', 'nih', 'gengs', 'nmakin', 'ke', 'sini', 'ternyata', 'makin', 'bany', 'xa']","['setelah', 'menuai', 'pro', 'dan', 'kontra', 'permendikbud', 'ppks', 'udah', 'resmi', 'berlaku', 'nih', 'gengs', 'nmakin', 'ke', 'sini', 'ternyata', 'makin', 'bany', 'xa']",menuai pro kontra permendikbud ppks udah resmi berlaku nih gengs nmakin bany,tuai pro kontra permendikbud ppks udah resmi laku nih gengs nmakin bany,Positive,tuai pro kontra permendikbud ppks udah resmi laku nih gengs nmakin bany,"['tuai', 'pro', 'kontra', 'permendikbud', 'ppks', 'resmi', 'laku', 'gengs', 'nmakin', 'bany']"
303,5369,b'Sikap Bersama Desak Rektor UGM Implementasikan Permendikbud-Ristek PPKS di Lingkungan Kampus\xe2\x80\xa6 https://t.co/NahNU0li0D',b'sikap bersama desak rektor ugm implementasikan permendikbud-ristek ppks di lingkungan kampus\xe2\x80\xa6 https://t.co/nahnu0li0d',sikap bersama desak rektor ugm implementasikan permendikbud ristek ppks di lingkungan kampus  xa,"['sikap', 'bersama', 'desak', 'rektor', 'ugm', 'implementasikan', 'permendikbud', 'ristek', 'ppks', 'di', 'lingkungan', 'kampus', 'xa']","['sikap', 'bersama', 'desak', 'rektor', 'ugm', 'implementasikan', 'permendikbud', 'ristek', 'ppks', 'di', 'lingkungan', 'kampus', 'xa']",sikap desak rektor ugm implementasikan permendikbud ristek ppks lingkungan kampus,sikap desak rektor ugm implementasi permendikbud ristek ppks lingkung kampus,Positive,sikap desak rektor ugm implementasi permendikbud ristek ppks lingkung kampus,"['sikap', 'desak', 'rektor', 'ugm', 'implementasi', 'permendikbud', 'ristek', 'ppks', 'lingkung', 'kampus']"
304,2532,b'https://t.co/zrl9Hyax0P\n\nOke. Soal Permendikbud ini NU dan Muhammadiyah sejalan. Bedanya harus diakui Muhammadiyah\xe2\x80\xa6 https://t.co/PUpE1u0imG',b'https://t.co/zrl9hyax0p\n\noke. soal permendikbud ini nu dan muhammadiyah sejalan. bedanya harus diakui muhammadiyah\xe2\x80\xa6 https://t.co/pupe1u0img',soal permendikbud ini nu dan muhammadiyah sejalan bedanya harus diakui muhammadiyah  xa,"['soal', 'permendikbud', 'ini', 'nu', 'dan', 'muhammadiyah', 'sejalan', 'bedanya', 'harus', 'diakui', 'muhammadiyah', 'xa']","['soal', 'permendikbud', 'ini', 'nu', 'dan', 'muhammadiyah', 'sejalan', 'bedanya', 'harus', 'diakui', 'muhammadiyah', 'xa']",permendikbud nu muhammadiyah sejalan bedanya diakui muhammadiyah,permendikbud nu muhammadiyah jalan beda aku muhammadiyah,Positive,permendikbud nu muhammadiyah jalan beda aku muhammadiyah,"['permendikbud', 'nu', 'muhammadiyah', 'beda', 'muhammadiyah']"
305,1092,b'Soal Permendikbud PPKS \nAndi Akmal Harap Nadiem Dengerin Aspirasi Masyarakat\n\n#NadiemMakarim #ppks #permendikbud30\xe2\x80\xa6 https://t.co/Xl09krf1NJ',b'soal permendikbud ppks \nandi akmal harap nadiem dengerin aspirasi masyarakat\n\n#nadiemmakarim #ppks #permendikbud30\xe2\x80\xa6 https://t.co/xl09krf1nj',soal permendikbud ppks nandi akmal harap nadiem dengerin aspirasi masyarakat nadiemmakarim ppks permendikbud  xa,"['soal', 'permendikbud', 'ppks', 'nandi', 'akmal', 'harap', 'nadiem', 'dengerin', 'aspirasi', 'masyarakat', 'nadiemmakarim', 'ppks', 'permendikbud', 'xa']","['soal', 'permendikbud', 'ppks', 'nandi', 'akmal', 'harap', 'nadiem', 'dengerin', 'aspirasi', 'masyarakat', 'nadiemmakarim', 'ppks', 'permendikbud', 'xa']",permendikbud ppks nandi akmal harap nadiem dengerin aspirasi masyarakat nadiemmakarim ppks permendikbud,permendikbud ppks nandi akmal harap nadiem dengerin aspirasi masyarakat nadiemmakarim ppks permendikbud,Positive,permendikbud ppks nandi akmal harap nadiem dengerin aspirasi masyarakat nadiemmakarim ppks permendikbud,"['permendikbud', 'ppks', 'nandi', 'akmal', 'harap', 'nadiem', 'dengerin', 'aspirasi', 'masyarakat', 'nadiemmakarim', 'ppks', 'permendikbud']"
306,1254,"b'@txtdaripmiilmg soal PPKS, kopri harus menjadi terdepan agar spkup soal kesetaraan ada wujudnya'","b'@txtdaripmiilmg soal ppks, kopri harus menjadi terdepan agar spkup soal kesetaraan ada wujudnya'",soal ppks kopri harus menjadi terdepan agar spkup soal kesetaraan ada wujudnya,"['soal', 'ppks', 'kopri', 'harus', 'menjadi', 'terdepan', 'agar', 'spkup', 'soal', 'kesetaraan', 'ada', 'wujudnya']","['soal', 'ppks', 'kopri', 'harus', 'menjadi', 'terdepan', 'agar', 'spkup', 'soal', 'kesetaraan', 'ada', 'wujudnya']",ppks kopri terdepan spkup kesetaraan wujudnya,ppks kopri depan spkup tara wujud,Positive,ppks kopri depan spkup tara wujud,"['ppks', 'kopri', 'spkup', 'tara', 'wujud']"
307,902,b'Sosialisai Peraturan Kemenristedikbud No 30 Tahun 2021 tentang Pencegahan dan Penanganan Kekerasan Seksual di Lingk\xe2\x80\xa6 https://t.co/u6HCe62bv6',b'sosialisai peraturan kemenristedikbud no 30 tahun 2021 tentang pencegahan dan penanganan kekerasan seksual di lingk\xe2\x80\xa6 https://t.co/u6hce62bv6',sosialisai peraturan kemenristedikbud no tahun tentang pencegahan dan penanganan kekerasan seksual di lingk  xa,"['sosialisai', 'peraturan', 'kemenristedikbud', 'no', 'tahun', 'tentang', 'pencegahan', 'dan', 'penanganan', 'kekerasan', 'seksual', 'di', 'lingk', 'xa']","['sosialisai', 'peraturan', 'kemenristedikbud', 'no', 'tahun', 'tentang', 'pencegahan', 'dan', 'penanganan', 'kekerasan', 'seksual', 'di', 'lingk', 'xa']",sosialisai peraturan kemenristedikbud no pencegahan penanganan kekerasan seksual lingk,sosialisai atur kemenristedikbud no cegah tangan keras seksual lingk,Positive,sosialisai atur kemenristedikbud no cegah tangan keras seksual lingk,"['sosialisai', 'atur', 'kemenristedikbud', 'cegah', 'tangan', 'keras', 'seksual', 'lingk']"
